has_job_experience,requires_job_training,no_of_employees,yr_of_estab,prevailing_wage,full_time_position,case_status,processing_time_days,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Month,unit_of_wage_Week,unit_of_wage_Year,high_processing_delay,high_wage_flag
0,0,-0.2041764752885516,0.3679845792663938,-0.7524751567201666,1,0,55,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1,0
0,0,-0.1569684784062897,-0.7649968041111276,0.2984400926248628,1,0,58,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
1,0,-0.1718302552025573,0.6040223674700441,-0.3591712277031311,1,1,26,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,0
1,0,-0.1766821882154564,-0.0096758818594466,0.0942999958687855,1,1,15,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
1,0,-0.0240429982961431,0.2971732428052988,0.1219897166996602,1,1,10,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1
1,0,-0.1453850347268458,0.1791543487034736,0.0890232658383867,1,1,16,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0,1
1,0,-0.1446856569952568,-2.181223533333029,1.2405175072268395,1,1,16,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0,1
0,0,-0.2022094754184573,0.5332110310089491,-1.1258163501781562,1,0,32,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0
1,0,-0.0002641554221149,0.2263619063442036,1.314057163012011,1,1,8,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,1
1,0,-0.1710871663627439,0.3679845792663938,-0.0066917584361566,0,1,27,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0
0,0,-0.0879923496283182,-0.1040909971409067,-0.0311660991178964,1,1,18,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,0
1,0,-0.1192020809004802,0.7456450403922343,-0.6792532142720725,1,1,25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0
0,0,-0.1377355907875904,-2.2284310909737592,2.3815029729094115,1,1,22,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
0,0,-0.1164919921905726,0.4151921369071239,1.3315719154154713,1,1,17,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
0,0,-0.0888228606845802,-2.2048273121533946,0.1917145403540598,0,0,48,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,1
1,0,-0.138085279653385,0.6276261462904091,-1.320216582945796,1,1,24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
1,0,-0.2273433626474393,0.3207770216256638,-0.004549181485997,1,1,16,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0
1,0,-0.0681037953862542,0.486003473368219,-0.3399431332333937,1,1,33,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,0
0,1,-0.2189508298683705,0.7220412615718693,0.907536699985433,1,1,15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
0,0,-0.078026216953174,-0.1040909971409067,-0.5182526433998139,1,0,36,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0
1,1,-0.1637437001810588,-0.269317448883462,0.5053865940782947,1,0,54,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
1,0,-0.158804344951711,0.7220412615718693,0.4208604565387043,1,1,15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1
1,0,-0.0969531268143031,0.7692488192125994,-0.0521705860360606,1,1,12,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0
1,0,-0.0180545764694117,0.4623996945478539,-0.1091550670055597,1,1,12,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,0,0
1,0,-0.085894216433551,-0.6469779100093025,0.6291948237613715,1,1,17,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,1
1,0,-0.2088972749767778,0.3207770216256638,1.749804602282891,1,1,19,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0,1
1,0,-0.2362604287251999,0.3207770216256638,0.6717339509611185,1,1,7,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0,1
0,0,-0.2313647846040764,0.6984374827515043,0.5504005907827725,1,0,39,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,1,1
0,1,-0.1628694780165724,0.7928525980329644,0.4737839627444159,1,1,34,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1,1
1,0,-0.1436803015060975,0.3679845792663938,-0.5959064786256019,1,1,29,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,0
1,1,-0.0956855046757979,0.4151921369071239,-1.1561977353713024,1,1,25,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0,0
0,0,-0.2093343860590209,0.5568148098293141,-0.1596709195794027,1,1,17,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0
1,0,-0.2067117195655619,0.6512299251107743,-1.26364088808759,1,1,25,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0
0,0,-0.1074875038963634,0.3443808004460288,-0.4837464756987827,1,1,27,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0
1,1,0.003320155452279,0.509607252188584,1.2342173918645558,1,1,17,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,1
1,1,-0.213355808015658,0.7220412615718693,-0.8227886399484482,1,1,23,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
1,0,-0.0568263294643805,-2.41726132153668,-0.5546283590688439,1,1,29,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,0
1,0,-0.0483026633606388,0.6748337039311393,2.1117255349308928,1,0,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,1
0,0,-0.1923307649597618,-0.7649968041111276,0.3275900072909822,1,1,26,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,1
0,0,-0.1887027429771435,0.6276261462904091,1.7368840074544285,1,1,28,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
1,0,-0.1370362130560014,0.6984374827515043,-0.9327786115545024,1,1,30,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1,0
0,0,1.2678825163817566,0.0375316757812834,0.5693607684634965,1,1,24,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,1
0,1,-0.0159127321664202,0.2735694639849337,0.7125290629357046,1,0,51,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
1,0,-0.051231307611668,0.6276261462904091,-0.53184520761641,1,1,21,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,0
1,0,-0.1432869015320786,0.486003473368219,-0.3660416366120643,1,0,36,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0
1,0,-0.1251905027272116,0.6512299251107743,0.4809436839173862,0,1,21,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,1
0,0,-0.0657433955421411,0.3207770216256638,1.482561676062489,0,0,37,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1
1,0,-0.2431230727164176,-0.6705816888296675,1.3697762815073224,1,1,19,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,1
1,0,-0.1054330818098205,-0.316525006524192,0.4644954864768326,1,1,12,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
1,0,-0.1274197692466517,-0.4109401218056521,0.6411814019677827,1,1,12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1
0,1,-0.0529360408324163,0.7692488192125994,0.0107959182776717,1,0,55,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1
1,0,-0.0966471490567329,0.2735694639849337,-0.0076248283557736,1,1,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0
0,0,-0.1649676112113396,0.4387959157274889,-0.9006808548472877,1,0,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,0
1,0,-0.0875989496542993,-0.0332796606798116,-1.0962116396624182,1,1,32,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,1,0
1,1,-0.1382601240862822,0.486003473368219,2.481366447252707,1,1,17,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0,1
1,0,-0.0669673065724219,-0.1512985547816368,-0.5903444124813914,1,0,52,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1,0
1,0,-0.0409154860707293,0.6748337039311393,-0.4046640664990683,1,1,30,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1,0
0,0,-0.1853806987520954,0.6512299251107743,0.4796627955232692,1,1,32,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1
0,0,-0.2165030078078088,0.486003473368219,-0.1985207473912158,0,1,32,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,0
1,0,-0.1809658768214395,-2.960148234405076,0.4791432452271187,1,1,13,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1
0,0,0.5896609611732612,0.4151921369071239,-1.400132847649974,1,1,16,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,0
1,0,0.0303773314431309,0.5804185886496791,-0.87534331088561,1,1,34,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0
1,0,-0.2163281633749116,0.486003473368219,-0.4773030295878886,1,1,30,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0
1,0,-0.2267751182405232,0.5332110310089491,0.6055408954095223,1,1,7,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,1
0,0,-0.1996305200332226,-1.4495063899017135,1.76326046266792,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,1
1,0,-0.1539087008305875,0.6748337039311393,-1.3855136793132148,1,1,19,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0,0
1,0,-0.0933251048316848,-1.5203177263628085,-0.3915952180693351,1,1,19,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,0
0,0,-0.1819712323105987,0.4151921369071239,-1.3977885321977943,1,1,18,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0
0,0,-0.1528596342332039,0.4387959157274889,-1.3962296616743783,1,0,49,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0
1,0,-0.0874241052214021,0.7456450403922343,0.6649619991053917,1,1,8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
1,0,-0.0152133544348311,-3.337808695530916,1.1927224774502565,0,1,18,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
1,0,-0.1982317645700445,-0.1040909971409067,1.1554347086556591,1,1,16,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,1
1,0,0.8720784314105704,-2.4408651003570445,-0.0761833146106521,1,1,17,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0
0,0,-0.0413088860447481,0.6512299251107743,0.208884314390324,0,0,32,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
0,0,-0.2076296528382726,0.5332110310089491,2.491813119278873,1,0,34,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1
0,0,-0.1137381923724406,-0.1512985547816368,1.8941572215008795,0,1,30,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1,1
1,0,-0.2336377622317409,0.7928525980329644,-1.397743859203307,1,1,19,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0,0
1,0,0.0025333555042413,0.1083430122423785,-0.3554895019346749,1,1,22,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0
1,1,-0.2258134738595882,0.4387959157274889,1.049690697469129,1,1,11,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
0,0,-0.2172898077558465,0.2735694639849337,-1.394710073621787,1,1,25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0
0,0,-0.0385113751183919,-0.9774308134944129,0.7093223924489689,1,0,32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1
1,0,-0.2198687631410812,0.6748337039311393,-0.3377267134933295,1,1,30,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1,0
1,0,-0.1818400989859258,-1.001034592314778,4.04929426220172,1,1,7,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,1
0,0,-0.2104271637646288,0.486003473368219,-1.4067905552426936,1,0,53,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0
1,1,-0.1421941238264707,-0.4817514582667472,0.79258013806658,1,1,14,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1
1,0,-0.0894785273079449,0.509607252188584,1.1707710987569295,1,1,10,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0,1
0,0,-0.1605090781724593,0.6040223674700441,0.8453230134477554,1,1,34,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,1
0,0,0.7527471059581862,0.4387959157274889,-0.9299049909842856,1,1,18,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0
1,0,-0.1848561654534037,-1.6147328416442688,1.117822220925968,1,1,19,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1
0,0,-0.1056953484591664,-2.1576197545126643,-1.4075431458101637,1,0,50,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0
1,0,-0.2008107199552792,0.7928525980329644,-0.7904797685983009,1,1,22,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0
1,0,-0.0563892183821373,0.4387959157274889,0.3288343529711208,1,1,14,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
0,0,-0.17357869953153,0.4623996945478539,0.9127749938969842,1,0,42,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
1,0,-0.1688141887350795,0.6040223674700441,0.1610023773302376,1,1,17,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,1
1,0,-0.078987861334109,0.6512299251107743,-0.939772849141891,1,1,24,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0
1,0,-0.1033786597232776,0.5332110310089491,-0.3328644497888318,1,1,31,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,0
1,0,-0.1853806987520954,0.6512299251107743,0.6254227825806473,0,1,34,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,1
0,0,-0.1673280110554527,-0.363732564164922,0.3799064878955793,1,1,33,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,1,1
0,0,-0.0983955933857055,0.6040223674700441,-0.6911458795969637,1,0,34,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,0
1,0,-0.2191693854094921,0.7928525980329644,-0.0467493892141298,1,1,19,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,0,0
0,0,-0.0622902179924201,0.3915883580867589,-0.9784405314052724,1,0,47,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,1,0
1,1,2.3989074416859477,0.6512299251107743,1.0881927068064416,1,1,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
1,0,-0.2002861866565874,0.4623996945478539,-0.6006305237746369,1,1,33,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,1,0
0,0,-0.1140441701300108,0.3443808004460288,1.06796281182033,1,1,27,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0,1
1,0,-0.1774252770552698,0.3679845792663938,-0.914126112165048,0,0,48,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0
0,0,-0.1923307649597618,0.1555505698831085,-1.407429272654511,1,0,38,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0
1,0,-0.2387956730022103,-0.1985061124223668,-1.3990243670230451,1,1,30,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0
1,0,-0.1351566354023557,0.4151921369071239,-0.350797265987445,1,1,34,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,0
1,0,-0.0209832207204409,0.5568148098293141,0.4115960265129615,1,1,19,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1
0,0,-0.1715242774449871,0.6040223674700441,0.2484947229381559,1,0,51,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,1,1
0,0,0.636868958055523,-0.2221098912427319,-0.7503695011649595,1,0,32,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,1,0
0,0,1.345950555670386,-2.2520348697941244,1.4428016885299777,1,0,31,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1
1,1,-0.1939480759640615,-0.0332796606798116,-0.0803654672860781,1,1,14,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
0,1,-0.160596500388908,0.509607252188584,0.4969117138830721,1,1,24,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1
1,0,-0.1533404564236714,0.5568148098293141,0.3611261836774441,1,1,13,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1
1,1,0.0946763716411006,0.509607252188584,0.5980880751627763,1,1,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1
0,0,-0.224808118370429,0.5568148098293141,0.3866500386782659,1,0,48,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1,1
0,0,-0.1231360806406687,0.6276261462904091,1.6357349112048432,1,0,37,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1,1
1,0,-0.219431652058838,0.4623996945478539,0.3449246968913668,1,1,16,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,1
1,0,-0.0656996844339167,0.5804185886496791,0.190382908709444,1,1,7,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,1
0,0,-0.1153992144849647,0.4151921369071239,2.3662290651688305,0,0,38,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,1,1
0,0,-0.1781246547868589,-1.3314874957998883,0.2901231223957443,1,1,24,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,0,1
0,0,-0.2385334063528644,0.1555505698831085,0.1317352609027053,0,0,37,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,1
0,1,6.599413808718094,-0.0332796606798116,0.822693606470713,1,0,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,1
1,0,-0.1073126594634661,-0.9302232558536828,-0.4540709518409311,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
0,0,-0.1741906550466704,0.4387959157274889,0.3904682789378026,0,1,28,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1,1
1,0,-0.2252452294526721,0.6748337039311393,-0.5701760531535336,1,1,23,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0
0,0,1.0613475300218609,-0.1749023336020018,0.8403806587172842,0,0,33,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,1
1,0,-0.2332006511494977,0.509607252188584,1.2499366284304083,0,1,31,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,1
0,0,-0.1272012137055301,0.1791543487034736,1.325690431869801,0,0,44,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,1
1,1,-0.0421831082092344,0.7928525980329644,0.9742061362021582,1,1,19,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0,1
1,1,-0.068628328684946,0.5568148098293141,-0.6857379366091186,1,1,20,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0
0,0,-0.1792611436006911,-1.827166851027554,-0.4206461076607873,1,1,23,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
0,1,-0.1767258993236808,0.1319467910627435,-0.7424853632889751,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
0,1,-0.1897518095745271,-0.1749023336020018,-0.4953032509998508,1,0,49,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,1,0
0,0,-0.1930301426913508,0.5804185886496791,0.725921304917123,1,0,56,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
0,0,-0.2423799838766042,0.0139278969609184,-0.5093614034738205,1,1,17,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0,0
1,0,-0.2241087406388399,0.4151921369071239,0.2384481273608836,1,0,47,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,1
0,0,-0.1983628978947175,0.6512299251107743,0.6303462032624251,1,1,30,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,1,1
1,0,-0.1879159430291058,-0.269317448883462,-0.3409468271546377,1,1,25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0
0,0,-0.0994446599830891,0.0847392334220134,-1.399703690395691,1,0,59,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,0
0,0,-0.2240213184223913,0.2735694639849337,1.2464179248212035,1,1,30,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,1
0,1,-0.1682896554363877,0.3915883580867589,0.2800835324164885,1,1,31,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,1
1,0,-0.1139567479135622,0.2735694639849337,0.2136681911332303,1,1,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,1
0,0,-0.1910194317130323,-0.5525627947278423,-0.6150904567618832,1,1,16,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0
1,0,-0.2249829628033262,0.3915883580867589,-0.765218718193345,1,0,30,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,1,0
0,0,-0.1434180348567516,-0.1512985547816368,-1.3959204724460228,1,0,46,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1,0
0,0,-0.2140551857472471,0.7692488192125994,0.3338049194341455,1,0,33,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1
0,0,-0.1904948984143405,-0.316525006524192,-1.014375651761204,1,1,19,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0
1,0,0.0435780861268745,0.7456450403922343,-1.3352346916885278,1,1,32,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,0
1,0,-0.0904401716888799,-1.3786950534406184,0.4813055135879194,1,1,12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
0,0,-0.1842442099382632,0.5568148098293141,-1.4000830378480755,1,0,44,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0
1,1,-0.1398337239823576,0.6040223674700441,-1.1866857192585931,1,1,18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0
0,0,-0.1394403240083388,-0.1985061124223668,-0.8400585751023011,1,1,17,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,0
1,0,-0.1518105676358203,0.509607252188584,0.1478146230747093,1,1,16,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
0,1,-0.159765989332646,0.7692488192125994,0.3628060124775338,1,0,34,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1
1,0,-0.0626399068582146,0.6748337039311393,-1.1845442783513551,1,1,15,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0
1,0,-0.1990622756263065,0.7456450403922343,-0.8348628828003103,1,1,29,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,0
1,0,-0.1612084559040484,0.5804185886496791,-0.8580065385398691,1,1,30,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1,0
0,0,-0.2457457392098766,0.3443808004460288,-0.8402712044691293,1,1,31,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,1,0
1,0,-0.1765947659990078,-0.0332796606798116,0.9005612071062506,1,1,17,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,0,1
1,0,-0.1049959707275773,-0.1749023336020018,0.105586203614023,1,1,10,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
1,0,-0.0445872191615719,0.486003473368219,-0.4097435037420807,1,1,31,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0
1,0,-0.1685519220857336,-0.1512985547816368,0.0519895919772565,1,1,18,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0,1
1,0,-0.1973138312973339,0.6040223674700441,0.8488561069339676,1,1,13,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1
1,0,0.1083142374070873,0.7456450403922343,-0.5892191619675351,1,1,30,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,1,0
1,0,-0.1709123219298467,0.509607252188584,1.4235493584779124,0,1,27,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,1
1,0,-0.1361182797832907,-2.1104121968719345,3.218819810814,1,1,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,1
1,0,0.6098554931728953,0.0375316757812834,-1.0206218050847116,1,1,23,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0
1,0,-0.214317452396593,0.3443808004460288,-0.881213812683038,1,1,20,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,0,0
0,0,-0.2231033851496806,-0.0332796606798116,0.8288360012073801,1,0,54,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
0,0,-0.2128312747169662,0.6512299251107743,0.4027453054511725,0,0,48,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,1
1,0,-0.2307091179807117,0.6984374827515043,-0.2729393217167407,1,1,11,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0,0
1,0,-0.2155413634268738,-2.134015975692299,-1.3983801398030578,1,1,25,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,0
0,1,-0.1129513924244029,0.5804185886496791,-0.9756914968754594,1,1,29,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,1,0
0,0,-0.122218147367958,0.1555505698831085,1.947455432530236,0,1,28,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,1,1
0,0,-0.1813592767954583,0.2971732428052988,-0.3869461517531265,1,1,15,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,0,0
0,0,-0.1711745885791926,0.6984374827515043,-0.4093901943934593,0,0,58,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,0
1,0,2.283553827081976,-2.1576197545126643,-0.1262720150459688,0,0,49,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0
0,0,-0.1963521869163989,0.509607252188584,-0.1010001722332577,1,0,58,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,1,0
1,0,-0.0239118649714701,0.7692488192125994,-0.5296293558978066,1,1,25,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0
1,0,3.396526064689524,0.7456450403922343,0.9720824933006922,0,1,31,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1,1
1,0,-0.2205244297644459,0.1083430122423785,0.6392558092156511,0,1,32,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,1
0,0,-0.1602468115231134,0.6512299251107743,-0.6565111497053036,1,0,46,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1,0
1,0,-0.1392654795754415,0.1791543487034736,2.6708411765932127,1,1,8,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1
0,1,-0.2362604287251999,0.7928525980329644,0.419220199900384,1,0,44,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,1,1
1,0,-0.224808118370429,0.3915883580867589,0.7042529902517639,1,0,30,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1
1,0,-0.0674918398711137,0.6512299251107743,-0.1340289161147331,1,1,8,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0,0
1,0,-0.1494501677917072,0.3443808004460288,0.4236801150701443,1,0,39,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1
1,0,-0.1675465665965743,-4.140337175423327,-0.4030421758879807,1,1,23,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0
