has_job_experience,requires_job_training,no_of_employees,yr_of_estab,prevailing_wage,full_time_position,case_status,processing_time_days,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Month,unit_of_wage_Week,unit_of_wage_Year
0,1,-0.01591273216642025,0.27356946398493376,0.7125290629357046,1,0,51,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
1,0,-0.05123130761166802,0.6276261462904091,-0.53184520761641,1,1,21,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.14328690153207865,0.48600347336821903,-0.3660416366120643,1,0,36,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
1,0,-0.1251905027272116,0.6512299251107743,0.4809436839173862,0,1,21,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,-0.0657433955421411,0.3207770216256638,1.4825616760624887,0,0,37,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.24312307271641764,-0.6705816888296675,1.3697762815073224,1,1,19,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.10543308180982053,-0.316525006524192,0.4644954864768326,1,1,12,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.12741976924665174,-0.41094012180565215,0.6411814019677827,1,1,12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,1,-0.05293604083241636,0.7692488192125994,0.01079591827767174,1,0,55,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.0966471490567329,0.27356946398493376,-0.007624828355773626,1,1,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,-0.16496761121133965,0.43879591572748894,-0.9006808548472877,1,0,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.08759894965429937,-0.03327966067981166,-1.0962116396624182,1,1,32,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1,1,-0.13826012408628224,0.48600347336821903,2.481366447252707,1,1,17,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,-0.06696730657242198,-0.1512985547816368,-0.5903444124813914,1,0,52,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,0,-0.04091548607072931,0.6748337039311393,-0.4046640664990683,1,1,30,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.18538069875209548,0.6512299251107743,0.4796627955232692,1,1,32,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,-0.21650300780780884,0.48600347336821903,-0.1985207473912158,0,1,32,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.1809658768214395,-2.9601482344050756,0.47914324522711876,1,1,13,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0.5896609611732612,0.4151921369071239,-1.400132847649974,1,1,16,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0.030377331443130966,0.5804185886496791,-0.87534331088561,1,1,34,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.2163281633749116,0.48600347336821903,-0.47730302958788867,1,1,30,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1,0,-0.22677511824052324,0.5332110310089491,0.6055408954095223,1,1,7,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,-0.19963052003322268,-1.4495063899017135,1.76326046266792,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,-0.15390870083058758,0.6748337039311393,-1.3855136793132148,1,1,19,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,-0.09332510483168484,-1.5203177263628085,-0.3915952180693351,1,1,19,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.18197123231059878,0.4151921369071239,-1.3977885321977943,1,1,18,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,0,-0.15285963423320398,0.43879591572748894,-1.3962296616743783,1,0,49,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,-0.0874241052214021,0.7456450403922343,0.6649619991053917,1,1,8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.015213354434831185,-3.337808695530916,1.1927224774502565,0,1,18,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.19823176457004454,-0.10409099714090675,1.1554347086556593,1,1,16,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,0.8720784314105704,-2.4408651003570445,-0.07618331461065214,1,1,17,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.04130888604474816,0.6512299251107743,0.208884314390324,0,0,32,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0,-0.2076296528382726,0.5332110310089491,2.491813119278873,1,0,34,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,-0.11373819237244066,-0.1512985547816368,1.8941572215008793,0,1,30,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.23363776223174093,0.7928525980329644,-1.397743859203307,1,1,19,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,0,0.0025333555042413307,0.10834301224237852,-0.3554895019346749,1,1,22,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,1,-0.22581347385958828,0.43879591572748894,1.049690697469129,1,1,11,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.21728980775584655,0.27356946398493376,-1.394710073621787,1,1,25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,-0.0385113751183919,-0.9774308134944129,0.7093223924489689,1,0,32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,-0.21986876314108122,0.6748337039311393,-0.33772671349332956,1,1,30,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,0,-0.18184009898592585,-1.0010345923147779,4.04929426220172,1,1,7,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,-0.21042716376462886,0.48600347336821903,-1.4067905552426936,1,0,53,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,1,-0.14219412382647073,-0.48175145826674726,0.79258013806658,1,1,14,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.08947852730794499,0.509607252188584,1.1707710987569295,1,1,10,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,0,-0.16050907817245938,0.6040223674700441,0.8453230134477554,1,1,34,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,0.7527471059581862,0.43879591572748894,-0.9299049909842856,1,1,18,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.1848561654534037,-1.6147328416442688,1.117822220925968,1,1,19,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,-0.10569534845916642,-2.1576197545126643,-1.4075431458101637,1,0,50,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,0,-0.20081071995527922,0.7928525980329644,-0.7904797685983009,1,1,22,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.05638921838213737,0.43879591572748894,0.3288343529711208,1,1,14,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.17357869953153002,0.46239969454785396,0.9127749938969842,1,0,42,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,0,-0.1688141887350795,0.6040223674700441,0.16100237733023764,1,1,17,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0,-0.07898786133410902,0.6512299251107743,-0.939772849141891,1,1,24,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.10337865972327764,0.5332110310089491,-0.3328644497888318,1,1,31,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.18538069875209548,0.6512299251107743,0.6254227825806473,0,1,34,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,0,-0.16732801105545275,-0.36373256416492206,0.37990648789557935,1,1,33,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True
0,0,-0.09839559338570557,0.6040223674700441,-0.6911458795969637,1,0,34,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.21916938540949216,0.7928525980329644,-0.04674938921412986,1,1,19,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0,-0.0622902179924201,0.3915883580867589,-0.9784405314052724,1,0,47,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1,1,2.3989074416859473,0.6512299251107743,1.0881927068064416,1,1,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.20028618665658743,0.46239969454785396,-0.6006305237746369,1,1,33,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,-0.11404417013001089,0.3443808004460288,1.0679628118203301,1,1,27,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.17742527705526986,0.36798457926639383,-0.914126112165048,0,0,48,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
0,0,-0.1923307649597618,0.15555056988310859,-1.407429272654511,1,0,38,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,-0.2387956730022103,-0.19850611242236688,-1.3990243670230451,1,1,30,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,-0.13515663540235578,0.4151921369071239,-0.35079726598744504,1,1,34,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.020983220720440968,0.5568148098293141,0.41159602651296157,1,1,19,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,-0.17152427744498713,0.6040223674700441,0.24849472293815594,1,0,51,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0,0.636868958055523,-0.2221098912427319,-0.7503695011649595,1,0,32,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0,1.345950555670386,-2.2520348697941244,1.4428016885299775,1,0,31,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1,-0.19394807596406152,-0.03327966067981166,-0.08036546728607818,1,1,14,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,-0.160596500388908,0.509607252188584,0.49691171388307215,1,1,24,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.15334045642367145,0.5568148098293141,0.3611261836774441,1,1,13,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,1,0.0946763716411006,0.509607252188584,0.5980880751627763,1,1,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,-0.224808118370429,0.5568148098293141,0.3866500386782659,1,0,48,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,-0.12313608064066872,0.6276261462904091,1.6357349112048432,1,0,37,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,-0.21943165205883808,0.46239969454785396,0.34492469689136684,1,1,16,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.06569968443391679,0.5804185886496791,0.19038290870944405,1,1,7,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,0,-0.1153992144849647,0.4151921369071239,2.3662290651688305,0,0,38,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0,-0.17812465478685893,-1.3314874957998883,0.2901231223957443,1,1,24,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,-0.2385334063528644,0.15555056988310859,0.1317352609027053,0,0,37,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,1,6.599413808718094,-0.03327966067981166,0.822693606470713,1,0,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.10731265946346613,-0.9302232558536828,-0.45407095184093116,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.17419065504667045,0.43879591572748894,0.3904682789378026,0,1,28,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.22524522945267217,0.6748337039311393,-0.5701760531535336,1,1,23,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,1.0613475300218609,-0.17490233360200183,0.8403806587172842,0,0,33,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.23320065114949778,0.509607252188584,1.2499366284304085,0,1,31,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,0,-0.12720121370553017,0.1791543487034736,1.325690431869801,0,0,44,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,1,-0.04218310820923449,0.7928525980329644,0.9742061362021582,1,1,19,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,1,-0.068628328684946,0.5568148098293141,-0.6857379366091186,1,1,20,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,-0.17926114360069118,-1.827166851027554,-0.4206461076607873,1,1,23,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,-0.1767258993236808,0.13194679106274354,-0.7424853632889751,1,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,-0.18975180957452714,-0.17490233360200183,-0.4953032509998508,1,0,49,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0,0,-0.19303014269135088,0.5804185886496791,0.725921304917123,1,0,56,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.24237998387660425,0.013927896960918403,-0.5093614034738205,1,1,17,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,0,-0.22410874063883993,0.4151921369071239,0.23844812736088364,1,0,47,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,0,-0.1983628978947175,0.6512299251107743,0.6303462032624251,1,1,30,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.18791594302910583,-0.269317448883462,-0.3409468271546377,1,1,25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,-0.09944465998308916,0.08473923342201349,-1.399703690395691,1,0,59,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,-0.2240213184223913,0.27356946398493376,1.2464179248212037,1,1,30,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,-0.16828965543638771,0.3915883580867589,0.2800835324164885,1,1,31,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.11395674791356225,0.27356946398493376,0.21366819113323032,1,1,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,-0.19101943171303232,-0.5525627947278423,-0.6150904567618832,1,1,16,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.22498296280332628,0.3915883580867589,-0.765218718193345,1,0,30,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0,-0.14341803485675161,-0.1512985547816368,-1.3959204724460228,1,0,46,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,-0.21405518574724713,0.7692488192125994,0.33380491943414553,1,0,33,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,-0.19049489841434053,-0.316525006524192,-1.014375651761204,1,1,19,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,0.04357808612687456,0.7456450403922343,-1.3352346916885278,1,1,32,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.09044017168887995,-1.3786950534406184,0.48130551358791945,1,1,12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.18424420993826326,0.5568148098293141,-1.4000830378480755,1,0,44,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,1,-0.13983372398235763,0.6040223674700441,-1.1866857192585931,1,1,18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.1394403240083388,-0.19850611242236688,-0.8400585751023011,1,1,17,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.15181056763582038,0.509607252188584,0.14781462307470933,1,1,16,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1,-0.159765989332646,0.7692488192125994,0.3628060124775338,1,0,34,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.06263990685821463,0.6748337039311393,-1.1845442783513553,1,1,15,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.19906227562630655,0.7456450403922343,-0.8348628828003103,1,1,29,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.16120845590404842,0.5804185886496791,-0.8580065385398691,1,1,30,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,-0.24574573920987663,0.3443808004460288,-0.8402712044691293,1,1,31,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,-0.17659476599900786,-0.03327966067981166,0.9005612071062506,1,1,17,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.10499597072757737,-0.17490233360200183,0.10558620361402309,1,1,10,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.0445872191615719,0.48600347336821903,-0.4097435037420807,1,1,31,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.1685519220857336,-0.1512985547816368,0.051989591977256576,1,1,18,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,0,-0.1973138312973339,0.6040223674700441,0.8488561069339676,1,1,13,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,0.10831423740708736,0.7456450403922343,-0.5892191619675351,1,1,30,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,0,-0.1709123219298467,0.509607252188584,1.4235493584779124,0,1,27,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.13611827978329075,-2.1104121968719345,3.2188198108139994,1,1,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0.6098554931728953,0.037531675781283434,-1.0206218050847116,1,1,23,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.21431745239659303,0.3443808004460288,-0.881213812683038,1,1,20,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
0,0,-0.22310338514968064,-0.03327966067981166,0.8288360012073801,1,0,54,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.21283127471696628,0.6512299251107743,0.4027453054511725,0,0,48,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.23070911798071173,0.6984374827515043,-0.27293932171674073,1,1,11,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
1,0,-0.21554136342687388,-2.134015975692299,-1.3983801398030578,1,1,25,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0,1,-0.11295139242440297,0.5804185886496791,-0.9756914968754594,1,1,29,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True
0,0,-0.12221814736795808,0.15555056988310859,1.947455432530236,0,1,28,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.18135927679545835,0.2971732428052988,-0.3869461517531265,1,1,15,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
0,0,-0.1711745885791926,0.6984374827515043,-0.40939019439345936,0,0,58,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,2.2835538270819757,-2.1576197545126643,-0.12627201504596886,0,0,49,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,0,-0.19635218691639894,0.509607252188584,-0.10100017223325779,1,0,58,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.023911864971470177,0.7692488192125994,-0.5296293558978066,1,1,25,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,3.3965260646895237,0.7456450403922343,0.9720824933006922,0,1,31,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.22052442976444597,0.10834301224237852,0.6392558092156511,0,1,32,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,-0.16024681152311346,0.6512299251107743,-0.6565111497053036,1,0,46,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.13926547957544153,0.1791543487034736,2.6708411765932127,1,1,8,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,-0.23626042872519992,0.7928525980329644,0.419220199900384,1,0,44,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
1,0,-0.224808118370429,0.3915883580867589,0.7042529902517639,1,0,30,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.06749183987111376,0.6512299251107743,-0.1340289161147331,1,1,8,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.14945016779170728,0.3443808004460288,0.4236801150701443,1,0,39,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.16754656659657433,-4.140337175423327,-0.4030421758879807,1,1,23,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.11002274817337376,0.13194679106274354,0.7015151268106801,1,1,18,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.24430327263847418,0.7692488192125994,-0.9241800920213108,1,0,51,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,-0.20081071995527922,-0.7177892464703975,1.5668289851564383,0,0,38,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.04371299699708557,0.48600347336821903,-0.33818737889804296,1,1,18,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1,-0.09813332673635966,0.7220412615718693,-0.9538872357404806,1,1,31,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,0,-0.24312307271641764,0.6040223674700441,0.6704716179347212,1,1,15,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,-0.16675976664853664,-0.5997703523685723,0.06538183395867504,1,1,15,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,-0.21864485211080037,-1.874374408668284,0.38535911523834143,1,1,19,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.16780883324592022,-1.9215819663090141,-1.404923029431095,1,1,26,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,-0.1368613686231041,0.3443808004460288,-0.7913081332286427,1,0,56,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.16260721136722656,-1.6619403992849988,-0.3390138501235154,1,1,18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.09389334923860096,0.6276261462904091,2.6997582024604014,0,1,33,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,0,-0.2226662740674375,0.8400601556736944,0.37966791888204104,1,0,49,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.14953759000815592,0.48600347336821903,0.8318478403330593,0,1,16,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,-0.09817703784458398,0.6984374827515043,-0.16702812288024627,1,1,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,-0.18065989906386928,0.4151921369071239,1.3222843858503228,1,1,33,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.15482663410329822,0.7220412615718693,0.8183132143054654,1,1,20,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,0,-0.20666800845733763,-0.7886005829314926,0.7854584743314836,1,1,15,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,-0.12964903576609188,-0.7886005829314926,0.11371288665377188,1,1,18,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.1930738537995752,-1.4259026110813484,0.0011331158674172924,0,1,33,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,0,-0.12256783623375261,0.20275812752383865,0.36586613342738156,1,1,9,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,-0.038380241793718954,0.6040223674700441,0.1191933470481132,1,1,10,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,-0.0995757933077621,0.7692488192125994,-0.39956171905713656,1,0,44,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,-0.0789441502258847,0.13194679106274354,-0.1516659824727534,1,1,18,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,0,-0.17462776612891362,0.037531675781283434,-0.6613681118761671,1,0,32,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0,-0.10530194848514758,-1.874374408668284,0.22364321600644113,1,1,21,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,1,-0.19486600923677216,0.6276261462904091,0.21981531938207083,1,1,17,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.14901305670946413,0.5804185886496791,1.175849210616533,1,1,12,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,-0.040959197178953625,-2.629695330919965,-0.3992985357802965,1,1,16,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,0,-0.14534132361862154,-0.009675881859446627,-1.4057308184307216,1,1,21,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,0,-0.17047521084760353,-0.7413930252907626,0.3073943829330058,1,0,32,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.08759894965429937,0.46239969454785396,0.2399191136038838,1,1,10,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,0,-0.15412725637170915,0.2971732428052988,-1.0020429591446753,1,1,16,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,-0.1738409661808759,-3.6918653778363915,-0.9600093710450457,1,1,30,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,-0.0802554834726142,0.46239969454785396,-0.8021113333917081,1,1,17,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.20242803095957893,0.15555056988310859,-0.6979617584456596,1,1,19,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,-0.16977583311601446,0.48600347336821903,-0.513133444654545,1,0,46,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,-0.1634814335317129,0.509607252188584,0.21998837658712964,1,0,58,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,-0.19456003147920195,0.7692488192125994,-0.8231476295116775,1,1,30,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
1,0,-0.019453331932589888,0.43879591572748894,-0.31460502125025525,1,1,31,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.15631281178292497,0.48600347336821903,0.8288941287368691,1,1,18,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.19753238683845548,0.5804185886496791,0.4535220692160119,1,1,18,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,1,-0.15032438995619363,0.1791543487034736,-0.2448873925343591,1,1,13,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,-0.2198250520328569,0.20275812752383865,-0.15029383196393348,1,0,46,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,-0.059798684823634055,-2.039600860410839,0.4460060092466296,1,1,30,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.12112536966235017,0.509607252188584,1.430292909260599,0,1,28,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,-0.14180072385245188,0.3207770216256638,-0.30278392662942566,0,0,40,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,-0.14284979044983548,0.6512299251107743,0.8577145909557209,0,1,24,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,0,-0.03676293078941924,0.3443808004460288,-0.15227944565042356,1,1,13,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,0,-0.16907645538442542,0.46239969454785396,-0.02905873949830685,1,1,32,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,0,-0.046685352356339097,0.3915883580867589,-0.3054123512690611,1,1,27,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1,-0.2277367626214582,-3.361412474351281,1.7834373423176904,1,1,22,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
0,1,-0.16037794484778642,-1.6855441781053637,0.22469935724256604,1,1,15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
